Date,Calendar_Year,Financial_Year,Quarter,Month_Number,Month_Name,ISO_Week,Day_of_Month,Day_Name,Is_Weekend,Season,Is_Festival,Festival_Name,Sales_Multiplier
2024-09-03,2024,FY2024-25,3,9,September,36,3,Tuesday,No,Monsoon,No,,1.12
2024-09-04,2024,FY2024-25,3,9,September,36,4,Wednesday,No,Monsoon,No,,1.12
2024-09-05,2024,FY2024-25,3,9,September,36,5,Thursday,No,Monsoon,No,,1.12
2024-09-06,2024,FY2024-25,3,9,September,36,6,Friday,No,Monsoon,No,,1.12
2024-09-07,2024,FY2024-25,3,9,September,36,7,Saturday,Yes,Monsoon,No,,1.12
2024-09-08,2024,FY2024-25,3,9,September,36,8,Sunday,Yes,Monsoon,No,,1.12
2024-09-09,2024,FY2024-25,3,9,September,37,9,Monday,No,Monsoon,No,,1.12
2024-09-10,2024,FY2024-25,3,9,September,37,10,Tuesday,No,Monsoon,No,,1.12
2024-09-11,2024,FY2024-25,3,9,September,37,11,Wednesday,No,Monsoon,No,,1.12
2024-09-12,2024,FY2024-25,3,9,September,37,12,Thursday,No,Monsoon,No,,1.12
2024-09-13,2024,FY2024-25,3,9,September,37,13,Friday,No,Monsoon,No,,1.12
2024-09-14,2024,FY2024-25,3,9,September,37,14,Saturday,Yes,Monsoon,No,,1.12
2024-09-15,2024,FY2024-25,3,9,September,37,15,Sunday,Yes,Monsoon,No,,1.12
2024-09-16,2024,FY2024-25,3,9,September,38,16,Monday,No,Monsoon,No,,1.12
2024-09-17,2024,FY2024-25,3,9,September,38,17,Tuesday,No,Monsoon,No,,1.12
2024-09-18,2024,FY2024-25,3,9,September,38,18,Wednesday,No,Monsoon,No,,1.12
2024-09-19,2024,FY2024-25,3,9,September,38,19,Thursday,No,Monsoon,No,,1.12
2024-09-20,2024,FY2024-25,3,9,September,38,20,Friday,No,Monsoon,No,,1.12
2024-09-21,2024,FY2024-25,3,9,September,38,21,Saturday,Yes,Monsoon,No,,1.12
2024-09-22,2024,FY2024-25,3,9,September,38,22,Sunday,Yes,Monsoon,No,,1.12
2024-09-23,2024,FY2024-25,3,9,September,39,23,Monday,No,Monsoon,No,,1.12
2024-09-24,2024,FY2024-25,3,9,September,39,24,Tuesday,No,Monsoon,No,,1.12
2024-09-25,2024,FY2024-25,3,9,September,39,25,Wednesday,No,Monsoon,No,,1.12
2024-09-26,2024,FY2024-25,3,9,September,39,26,Thursday,No,Monsoon,No,,1.12
2024-09-27,2024,FY2024-25,3,9,September,39,27,Friday,No,Monsoon,No,,1.12
2024-09-28,2024,FY2024-25,3,9,September,39,28,Saturday,Yes,Monsoon,No,,1.12
2024-09-29,2024,FY2024-25,3,9,September,39,29,Sunday,Yes,Monsoon,No,,1.12
2024-09-30,2024,FY2024-25,3,9,September,40,30,Monday,No,Monsoon,No,,1.12
2024-10-01,2024,FY2024-25,4,10,October,40,1,Tuesday,No,Festive,No,,1.28
2024-10-02,2024,FY2024-25,4,10,October,40,2,Wednesday,No,Festive,No,,1.28
2024-10-03,2024,FY2024-25,4,10,October,40,3,Thursday,No,Festive,No,,1.28
2024-10-04,2024,FY2024-25,4,10,October,40,4,Friday,No,Festive,No,,1.28
2024-10-05,2024,FY2024-25,4,10,October,40,5,Saturday,Yes,Festive,No,,1.28
2024-10-06,2024,FY2024-25,4,10,October,40,6,Sunday,Yes,Festive,No,,1.28
2024-10-07,2024,FY2024-25,4,10,October,41,7,Monday,No,Festive,No,,1.28
2024-10-08,2024,FY2024-25,4,10,October,41,8,Tuesday,No,Festive,No,,1.28
2024-10-09,2024,FY2024-25,4,10,October,41,9,Wednesday,No,Festive,No,,1.28
2024-10-10,2024,FY2024-25,4,10,October,41,10,Thursday,No,Festive,No,,1.28
2024-10-11,2024,FY2024-25,4,10,October,41,11,Friday,No,Festive,No,,1.28
2024-10-12,2024,FY2024-25,4,10,October,41,12,Saturday,Yes,Festive,No,,1.28
2024-10-13,2024,FY2024-25,4,10,October,41,13,Sunday,Yes,Festive,No,,1.28
2024-10-14,2024,FY2024-25,4,10,October,42,14,Monday,No,Festive,No,,1.28
2024-10-15,2024,FY2024-25,4,10,October,42,15,Tuesday,No,Festive,No,,1.28
2024-10-16,2024,FY2024-25,4,10,October,42,16,Wednesday,No,Festive,No,,1.28
2024-10-17,2024,FY2024-25,4,10,October,42,17,Thursday,No,Festive,No,,1.28
2024-10-18,2024,FY2024-25,4,10,October,42,18,Friday,No,Festive,No,,1.28
2024-10-19,2024,FY2024-25,4,10,October,42,19,Saturday,Yes,Festive,No,,1.28
2024-10-20,2024,FY2024-25,4,10,October,42,20,Sunday,Yes,Festive,No,,1.28
2024-10-21,2024,FY2024-25,4,10,October,43,21,Monday,No,Festive,No,,1.28
2024-10-22,2024,FY2024-25,4,10,October,43,22,Tuesday,No,Festive,No,,1.28
2024-10-23,2024,FY2024-25,4,10,October,43,23,Wednesday,No,Festive,No,,1.28
2024-10-24,2024,FY2024-25,4,10,October,43,24,Thursday,No,Festive,No,,1.28
2024-10-25,2024,FY2024-25,4,10,October,43,25,Friday,No,Festive,No,,1.28
2024-10-26,2024,FY2024-25,4,10,October,43,26,Saturday,Yes,Festive,No,,1.28
2024-10-27,2024,FY2024-25,4,10,October,43,27,Sunday,Yes,Festive,No,,1.28
2024-10-28,2024,FY2024-25,4,10,October,44,28,Monday,No,Festive,No,,1.28
2024-10-29,2024,FY2024-25,4,10,October,44,29,Tuesday,No,Festive,No,,1.28
2024-10-30,2024,FY2024-25,4,10,October,44,30,Wednesday,No,Festive,No,,1.28
2024-10-31,2024,FY2024-25,4,10,October,44,31,Thursday,No,Festive,Yes,Diwali,1.38
2024-11-01,2024,FY2024-25,4,11,November,44,1,Friday,No,Festive,No,,1.35
2024-11-02,2024,FY2024-25,4,11,November,44,2,Saturday,Yes,Festive,No,,1.35
2024-11-03,2024,FY2024-25,4,11,November,44,3,Sunday,Yes,Festive,No,,1.35
2024-11-04,2024,FY2024-25,4,11,November,45,4,Monday,No,Festive,No,,1.35
2024-11-05,2024,FY2024-25,4,11,November,45,5,Tuesday,No,Festive,No,,1.35
2024-11-06,2024,FY2024-25,4,11,November,45,6,Wednesday,No,Festive,No,,1.35
2024-11-07,2024,FY2024-25,4,11,November,45,7,Thursday,No,Festive,No,,1.35
2024-11-08,2024,FY2024-25,4,11,November,45,8,Friday,No,Festive,No,,1.35
2024-11-09,2024,FY2024-25,4,11,November,45,9,Saturday,Yes,Festive,No,,1.35
2024-11-10,2024,FY2024-25,4,11,November,45,10,Sunday,Yes,Festive,No,,1.35
2024-11-11,2024,FY2024-25,4,11,November,46,11,Monday,No,Festive,No,,1.35
2024-11-12,2024,FY2024-25,4,11,November,46,12,Tuesday,No,Festive,No,,1.35
2024-11-13,2024,FY2024-25,4,11,November,46,13,Wednesday,No,Festive,No,,1.35
2024-11-14,2024,FY2024-25,4,11,November,46,14,Thursday,No,Festive,No,,1.35
2024-11-15,2024,FY2024-25,4,11,November,46,15,Friday,No,Festive,No,,1.35
2024-11-16,2024,FY2024-25,4,11,November,46,16,Saturday,Yes,Festive,No,,1.35
2024-11-17,2024,FY2024-25,4,11,November,46,17,Sunday,Yes,Festive,No,,1.35
2024-11-18,2024,FY2024-25,4,11,November,47,18,Monday,No,Festive,No,,1.35
2024-11-19,2024,FY2024-25,4,11,November,47,19,Tuesday,No,Festive,No,,1.35
2024-11-20,2024,FY2024-25,4,11,November,47,20,Wednesday,No,Festive,No,,1.35
2024-11-21,2024,FY2024-25,4,11,November,47,21,Thursday,No,Festive,No,,1.35
2024-11-22,2024,FY2024-25,4,11,November,47,22,Friday,No,Festive,No,,1.35
2024-11-23,2024,FY2024-25,4,11,November,47,23,Saturday,Yes,Festive,No,,1.35
2024-11-24,2024,FY2024-25,4,11,November,47,24,Sunday,Yes,Festive,No,,1.35
2024-11-25,2024,FY2024-25,4,11,November,48,25,Monday,No,Festive,No,,1.35
2024-11-26,2024,FY2024-25,4,11,November,48,26,Tuesday,No,Festive,No,,1.35
2024-11-27,2024,FY2024-25,4,11,November,48,27,Wednesday,No,Festive,No,,1.35
2024-11-28,2024,FY2024-25,4,11,November,48,28,Thursday,No,Festive,No,,1.35
2024-11-29,2024,FY2024-25,4,11,November,48,29,Friday,No,Festive,No,,1.35
2024-11-30,2024,FY2024-25,4,11,November,48,30,Saturday,Yes,Festive,No,,1.35
2024-12-01,2024,FY2024-25,4,12,December,48,1,Sunday,Yes,Winter,No,,1.18
2024-12-02,2024,FY2024-25,4,12,December,49,2,Monday,No,Winter,No,,1.18
2024-12-03,2024,FY2024-25,4,12,December,49,3,Tuesday,No,Winter,No,,1.18
2024-12-04,2024,FY2024-25,4,12,December,49,4,Wednesday,No,Winter,No,,1.18
2024-12-05,2024,FY2024-25,4,12,December,49,5,Thursday,No,Winter,No,,1.18
2024-12-06,2024,FY2024-25,4,12,December,49,6,Friday,No,Winter,No,,1.18
2024-12-07,2024,FY2024-25,4,12,December,49,7,Saturday,Yes,Winter,No,,1.18
2024-12-08,2024,FY2024-25,4,12,December,49,8,Sunday,Yes,Winter,No,,1.18
2024-12-09,2024,FY2024-25,4,12,December,50,9,Monday,No,Winter,No,,1.18
2024-12-10,2024,FY2024-25,4,12,December,50,10,Tuesday,No,Winter,No,,1.18
2024-12-11,2024,FY2024-25,4,12,December,50,11,Wednesday,No,Winter,No,,1.18
2024-12-12,2024,FY2024-25,4,12,December,50,12,Thursday,No,Winter,No,,1.18
2024-12-13,2024,FY2024-25,4,12,December,50,13,Friday,No,Winter,No,,1.18
2024-12-14,2024,FY2024-25,4,12,December,50,14,Saturday,Yes,Winter,No,,1.18
2024-12-15,2024,FY2024-25,4,12,December,50,15,Sunday,Yes,Winter,No,,1.18
2024-12-16,2024,FY2024-25,4,12,December,51,16,Monday,No,Winter,No,,1.18
2024-12-17,2024,FY2024-25,4,12,December,51,17,Tuesday,No,Winter,No,,1.18
2024-12-18,2024,FY2024-25,4,12,December,51,18,Wednesday,No,Winter,No,,1.18
2024-12-19,2024,FY2024-25,4,12,December,51,19,Thursday,No,Winter,No,,1.18
2024-12-20,2024,FY2024-25,4,12,December,51,20,Friday,No,Winter,No,,1.18
2024-12-21,2024,FY2024-25,4,12,December,51,21,Saturday,Yes,Winter,No,,1.18
2024-12-22,2024,FY2024-25,4,12,December,51,22,Sunday,Yes,Winter,No,,1.18
2024-12-23,2024,FY2024-25,4,12,December,52,23,Monday,No,Winter,No,,1.18
2024-12-24,2024,FY2024-25,4,12,December,52,24,Tuesday,No,Winter,No,,1.18
2024-12-25,2024,FY2024-25,4,12,December,52,25,Wednesday,No,Winter,Yes,Christmas,1.28
2024-12-26,2024,FY2024-25,4,12,December,52,26,Thursday,No,Winter,No,,1.18
2024-12-27,2024,FY2024-25,4,12,December,52,27,Friday,No,Winter,No,,1.18
2024-12-28,2024,FY2024-25,4,12,December,52,28,Saturday,Yes,Winter,No,,1.18
2024-12-29,2024,FY2024-25,4,12,December,52,29,Sunday,Yes,Winter,No,,1.18
2024-12-30,2024,FY2024-25,4,12,December,1,30,Monday,No,Winter,No,,1.18
2024-12-31,2024,FY2024-25,4,12,December,1,31,Tuesday,No,Winter,No,,1.18
2025-01-01,2025,FY2024-25,1,1,January,1,1,Wednesday,No,Winter,No,,0.95
2025-01-02,2025,FY2024-25,1,1,January,1,2,Thursday,No,Winter,No,,0.95
2025-01-03,2025,FY2024-25,1,1,January,1,3,Friday,No,Winter,No,,0.95
2025-01-04,2025,FY2024-25,1,1,January,1,4,Saturday,Yes,Winter,No,,0.95
2025-01-05,2025,FY2024-25,1,1,January,1,5,Sunday,Yes,Winter,No,,0.95
2025-01-06,2025,FY2024-25,1,1,January,2,6,Monday,No,Winter,No,,0.95
2025-01-07,2025,FY2024-25,1,1,January,2,7,Tuesday,No,Winter,No,,0.95
2025-01-08,2025,FY2024-25,1,1,January,2,8,Wednesday,No,Winter,No,,0.95
2025-01-09,2025,FY2024-25,1,1,January,2,9,Thursday,No,Winter,No,,0.95
2025-01-10,2025,FY2024-25,1,1,January,2,10,Friday,No,Winter,No,,0.95
2025-01-11,2025,FY2024-25,1,1,January,2,11,Saturday,Yes,Winter,No,,0.95
2025-01-12,2025,FY2024-25,1,1,January,2,12,Sunday,Yes,Winter,No,,0.95
2025-01-13,2025,FY2024-25,1,1,January,3,13,Monday,No,Winter,No,,0.95
2025-01-14,2025,FY2024-25,1,1,January,3,14,Tuesday,No,Winter,No,,0.95
2025-01-15,2025,FY2024-25,1,1,January,3,15,Wednesday,No,Winter,No,,0.95
2025-01-16,2025,FY2024-25,1,1,January,3,16,Thursday,No,Winter,No,,0.95
2025-01-17,2025,FY2024-25,1,1,January,3,17,Friday,No,Winter,No,,0.95
2025-01-18,2025,FY2024-25,1,1,January,3,18,Saturday,Yes,Winter,No,,0.95
2025-01-19,2025,FY2024-25,1,1,January,3,19,Sunday,Yes,Winter,No,,0.95
2025-01-20,2025,FY2024-25,1,1,January,4,20,Monday,No,Winter,No,,0.95
2025-01-21,2025,FY2024-25,1,1,January,4,21,Tuesday,No,Winter,No,,0.95
2025-01-22,2025,FY2024-25,1,1,January,4,22,Wednesday,No,Winter,No,,0.95
2025-01-23,2025,FY2024-25,1,1,January,4,23,Thursday,No,Winter,No,,0.95
2025-01-24,2025,FY2024-25,1,1,January,4,24,Friday,No,Winter,No,,0.95
2025-01-25,2025,FY2024-25,1,1,January,4,25,Saturday,Yes,Winter,No,,0.95
2025-01-26,2025,FY2024-25,1,1,January,4,26,Sunday,Yes,Winter,Yes,Republic Day,1.05
2025-01-27,2025,FY2024-25,1,1,January,5,27,Monday,No,Winter,No,,0.95
2025-01-28,2025,FY2024-25,1,1,January,5,28,Tuesday,No,Winter,No,,0.95
2025-01-29,2025,FY2024-25,1,1,January,5,29,Wednesday,No,Winter,No,,0.95
2025-01-30,2025,FY2024-25,1,1,January,5,30,Thursday,No,Winter,No,,0.95
2025-01-31,2025,FY2024-25,1,1,January,5,31,Friday,No,Winter,No,,0.95
2025-02-01,2025,FY2024-25,1,2,February,5,1,Saturday,Yes,Winter,No,,0.98
2025-02-02,2025,FY2024-25,1,2,February,5,2,Sunday,Yes,Winter,No,,0.98
2025-02-03,2025,FY2024-25,1,2,February,6,3,Monday,No,Winter,No,,0.98
2025-02-04,2025,FY2024-25,1,2,February,6,4,Tuesday,No,Winter,No,,0.98
2025-02-05,2025,FY2024-25,1,2,February,6,5,Wednesday,No,Winter,No,,0.98
2025-02-06,2025,FY2024-25,1,2,February,6,6,Thursday,No,Winter,No,,0.98
2025-02-07,2025,FY2024-25,1,2,February,6,7,Friday,No,Winter,No,,0.98
2025-02-08,2025,FY2024-25,1,2,February,6,8,Saturday,Yes,Winter,No,,0.98
2025-02-09,2025,FY2024-25,1,2,February,6,9,Sunday,Yes,Winter,No,,0.98
2025-02-10,2025,FY2024-25,1,2,February,7,10,Monday,No,Winter,No,,0.98
2025-02-11,2025,FY2024-25,1,2,February,7,11,Tuesday,No,Winter,No,,0.98
2025-02-12,2025,FY2024-25,1,2,February,7,12,Wednesday,No,Winter,No,,0.98
2025-02-13,2025,FY2024-25,1,2,February,7,13,Thursday,No,Winter,No,,0.98
2025-02-14,2025,FY2024-25,1,2,February,7,14,Friday,No,Winter,No,,0.98
2025-02-15,2025,FY2024-25,1,2,February,7,15,Saturday,Yes,Winter,No,,0.98
2025-02-16,2025,FY2024-25,1,2,February,7,16,Sunday,Yes,Winter,No,,0.98
2025-02-17,2025,FY2024-25,1,2,February,8,17,Monday,No,Winter,No,,0.98
2025-02-18,2025,FY2024-25,1,2,February,8,18,Tuesday,No,Winter,No,,0.98
2025-02-19,2025,FY2024-25,1,2,February,8,19,Wednesday,No,Winter,No,,0.98
2025-02-20,2025,FY2024-25,1,2,February,8,20,Thursday,No,Winter,No,,0.98
2025-02-21,2025,FY2024-25,1,2,February,8,21,Friday,No,Winter,No,,0.98
2025-02-22,2025,FY2024-25,1,2,February,8,22,Saturday,Yes,Winter,No,,0.98
2025-02-23,2025,FY2024-25,1,2,February,8,23,Sunday,Yes,Winter,No,,0.98
2025-02-24,2025,FY2024-25,1,2,February,9,24,Monday,No,Winter,No,,0.98
2025-02-25,2025,FY2024-25,1,2,February,9,25,Tuesday,No,Winter,No,,0.98
2025-02-26,2025,FY2024-25,1,2,February,9,26,Wednesday,No,Winter,No,,0.98
2025-02-27,2025,FY2024-25,1,2,February,9,27,Thursday,No,Winter,No,,0.98
2025-02-28,2025,FY2024-25,1,2,February,9,28,Friday,No,Winter,No,,0.98
2025-03-01,2025,FY2024-25,1,3,March,9,1,Saturday,Yes,Summer,No,,1.02
2025-03-02,2025,FY2024-25,1,3,March,9,2,Sunday,Yes,Summer,No,,1.02
2025-03-03,2025,FY2024-25,1,3,March,10,3,Monday,No,Summer,No,,1.02
2025-03-04,2025,FY2024-25,1,3,March,10,4,Tuesday,No,Summer,No,,1.02
2025-03-05,2025,FY2024-25,1,3,March,10,5,Wednesday,No,Summer,No,,1.02
2025-03-06,2025,FY2024-25,1,3,March,10,6,Thursday,No,Summer,No,,1.02
2025-03-07,2025,FY2024-25,1,3,March,10,7,Friday,No,Summer,No,,1.02
2025-03-08,2025,FY2024-25,1,3,March,10,8,Saturday,Yes,Summer,No,,1.02
2025-03-09,2025,FY2024-25,1,3,March,10,9,Sunday,Yes,Summer,No,,1.02
2025-03-10,2025,FY2024-25,1,3,March,11,10,Monday,No,Summer,No,,1.02
2025-03-11,2025,FY2024-25,1,3,March,11,11,Tuesday,No,Summer,No,,1.02
2025-03-12,2025,FY2024-25,1,3,March,11,12,Wednesday,No,Summer,No,,1.02
2025-03-13,2025,FY2024-25,1,3,March,11,13,Thursday,No,Summer,No,,1.02
2025-03-14,2025,FY2024-25,1,3,March,11,14,Friday,No,Summer,Yes,Holi,1.12
2025-03-15,2025,FY2024-25,1,3,March,11,15,Saturday,Yes,Summer,No,,1.02
2025-03-16,2025,FY2024-25,1,3,March,11,16,Sunday,Yes,Summer,No,,1.02
2025-03-17,2025,FY2024-25,1,3,March,12,17,Monday,No,Summer,No,,1.02
2025-03-18,2025,FY2024-25,1,3,March,12,18,Tuesday,No,Summer,No,,1.02
2025-03-19,2025,FY2024-25,1,3,March,12,19,Wednesday,No,Summer,No,,1.02
2025-03-20,2025,FY2024-25,1,3,March,12,20,Thursday,No,Summer,No,,1.02
2025-03-21,2025,FY2024-25,1,3,March,12,21,Friday,No,Summer,No,,1.02
2025-03-22,2025,FY2024-25,1,3,March,12,22,Saturday,Yes,Summer,No,,1.02
2025-03-23,2025,FY2024-25,1,3,March,12,23,Sunday,Yes,Summer,No,,1.02
2025-03-24,2025,FY2024-25,1,3,March,13,24,Monday,No,Summer,No,,1.02
2025-03-25,2025,FY2024-25,1,3,March,13,25,Tuesday,No,Summer,No,,1.02
2025-03-26,2025,FY2024-25,1,3,March,13,26,Wednesday,No,Summer,No,,1.02
2025-03-27,2025,FY2024-25,1,3,March,13,27,Thursday,No,Summer,No,,1.02
2025-03-28,2025,FY2024-25,1,3,March,13,28,Friday,No,Summer,No,,1.02
2025-03-29,2025,FY2024-25,1,3,March,13,29,Saturday,Yes,Summer,No,,1.02
2025-03-30,2025,FY2024-25,1,3,March,13,30,Sunday,Yes,Summer,No,,1.02
2025-03-31,2025,FY2024-25,1,3,March,14,31,Monday,No,Summer,No,,1.02
2025-04-01,2025,FY2025-26,2,4,April,14,1,Tuesday,No,Summer,No,,1.05
2025-04-02,2025,FY2025-26,2,4,April,14,2,Wednesday,No,Summer,No,,1.05
2025-04-03,2025,FY2025-26,2,4,April,14,3,Thursday,No,Summer,No,,1.05
2025-04-04,2025,FY2025-26,2,4,April,14,4,Friday,No,Summer,No,,1.05
2025-04-05,2025,FY2025-26,2,4,April,14,5,Saturday,Yes,Summer,No,,1.05
2025-04-06,2025,FY2025-26,2,4,April,14,6,Sunday,Yes,Summer,No,,1.05
2025-04-07,2025,FY2025-26,2,4,April,15,7,Monday,No,Summer,No,,1.05
2025-04-08,2025,FY2025-26,2,4,April,15,8,Tuesday,No,Summer,No,,1.05
2025-04-09,2025,FY2025-26,2,4,April,15,9,Wednesday,No,Summer,No,,1.05
2025-04-10,2025,FY2025-26,2,4,April,15,10,Thursday,No,Summer,No,,1.05
2025-04-11,2025,FY2025-26,2,4,April,15,11,Friday,No,Summer,No,,1.05
2025-04-12,2025,FY2025-26,2,4,April,15,12,Saturday,Yes,Summer,No,,1.05
2025-04-13,2025,FY2025-26,2,4,April,15,13,Sunday,Yes,Summer,No,,1.05
2025-04-14,2025,FY2025-26,2,4,April,16,14,Monday,No,Summer,No,,1.05
2025-04-15,2025,FY2025-26,2,4,April,16,15,Tuesday,No,Summer,No,,1.05
2025-04-16,2025,FY2025-26,2,4,April,16,16,Wednesday,No,Summer,No,,1.05
2025-04-17,2025,FY2025-26,2,4,April,16,17,Thursday,No,Summer,No,,1.05
2025-04-18,2025,FY2025-26,2,4,April,16,18,Friday,No,Summer,No,,1.05
2025-04-19,2025,FY2025-26,2,4,April,16,19,Saturday,Yes,Summer,No,,1.05
2025-04-20,2025,FY2025-26,2,4,April,16,20,Sunday,Yes,Summer,No,,1.05
2025-04-21,2025,FY2025-26,2,4,April,17,21,Monday,No,Summer,No,,1.05
2025-04-22,2025,FY2025-26,2,4,April,17,22,Tuesday,No,Summer,No,,1.05
2025-04-23,2025,FY2025-26,2,4,April,17,23,Wednesday,No,Summer,No,,1.05
2025-04-24,2025,FY2025-26,2,4,April,17,24,Thursday,No,Summer,No,,1.05
2025-04-25,2025,FY2025-26,2,4,April,17,25,Friday,No,Summer,No,,1.05
2025-04-26,2025,FY2025-26,2,4,April,17,26,Saturday,Yes,Summer,No,,1.05
2025-04-27,2025,FY2025-26,2,4,April,17,27,Sunday,Yes,Summer,No,,1.05
2025-04-28,2025,FY2025-26,2,4,April,18,28,Monday,No,Summer,No,,1.05
2025-04-29,2025,FY2025-26,2,4,April,18,29,Tuesday,No,Summer,No,,1.05
2025-04-30,2025,FY2025-26,2,4,April,18,30,Wednesday,No,Summer,No,,1.05
2025-05-01,2025,FY2025-26,2,5,May,18,1,Thursday,No,Summer,No,,1.08
2025-05-02,2025,FY2025-26,2,5,May,18,2,Friday,No,Summer,No,,1.08
